SourceElementKey,BlockfaceName,SideOfStreet,ParkingTimeLimitCategory,ParkingSpaceCount,PaidParkingArea,PaidParkingSubArea,PaidParkingRate,ParkingCategory,longitude,latitude
10157,EASTLAKE AVE E BETWEEN MERCER ST AND LAKEVIEW BLVD E,W,120,6,South Lake Union,South,,Paid Parking,122.32929908,47.62470623
8242,7TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,120,6,First Hill,,,Paid Parking,122.32786582,47.60573702
62034,NE 43RD ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,S,120,4,University District,Core,,Paid Parking,122.31258143,47.65974146
75281,5TH AVE S BETWEEN S KING ST AND S WELLER ST,W,120,9,Chinatown/ID,Edge,,Paid Parking,122.32775399,47.59793786
76609,ALASKAN WAY BETWEEN YESLER WAY AND COLUMBIA ST,SW,120,8,Pioneer Square,Edge,,Paid Parking,122.33700071,47.60205184
79790,MERCER ST BETWEEN YALE AVE N AND EASTLAKE AVE E,S,120,9,South Lake Union,South,,Restricted Parking Zone,122.32980982,47.62423318
10282,EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,E,120,6,Fremont,,,Paid Parking,122.35120378,47.65098372
14950,E UNION ST BETWEEN SENECA ST AND BROADWAY,S,120,5,Pike-Pine,,,Paid Parking,122.32131404,47.61293473
10053,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,120,2,South Lake Union,South,,Paid Parking,122.34252848,47.62265682
8373,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,8,First Hill,,,Restricted Parking Zone,122.32690423,47.60613272
79885,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,120,7,First Hill,,,Restricted Parking Zone,122.32652887,47.61240712
8302,7TH AVE S BETWEEN S KING ST AND S WELLER ST,E,120,6,Chinatown/ID,Core,,Paid Parking,122.32365809,47.59790424
77314,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,NE,120,8,First Hill,,,Restricted Parking Zone,122.32272379,47.61183608
32558,COLUMBIA ST BETWEEN BOREN AVE AND MINOR AVE,SE,120,8,First Hill,,,Paid Parking,122.32320088,47.60811139
46730,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,E,120,3,12th Avenue,,,Paid Parking,122.31667478,47.60713644
58453,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,N,120,8,South Lake Union,South,,Restricted Parking Zone,122.33361805,47.62089482
32849,DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,N,120,5,South Lake Union,South,,Paid Parking,122.32979337,47.61857744
53242,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,E,120,5,Chinatown/ID,Core,,Paid Parking,122.32628368,47.59709419
80893,STEWART ST BETWEEN 9TH AVE AND TERRY AVE,NW,240,2,Denny Triangle,North,,Paid Parking,122.33409844,47.61599014
8305,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,W,120,7,Chinatown/ID,Core,,Paid Parking,122.32388013,47.5970904
35717,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,SW,120,7,First Hill,,,Restricted Parking Zone,122.32207604,47.60422151
30701,6TH AVE BETWEEN OLIVE WAY AND STEWART ST,SW,120,2,Denny Triangle,South,,Paid Parking,122.33672396,47.61334209
35826,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,SE,120,6,First Hill,,,Restricted Parking Zone,122.3276113,47.61119925
79886,MINOR AVE BETWEEN UNIVERSITY ST AND UNION ST,NE,120,8,First Hill,,,Restricted Parking Zone,122.3263733,47.61247157
66613,S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,N,120,7,Chinatown/ID,Core,,Paid Parking,122.32568806,47.59758256
11785,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,N,120,8,South Lake Union,South,,Restricted Parking Zone,122.33106904,47.62432312
57017,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,W,120,8,Chinatown/ID,Core,,Paid Parking,122.32514483,47.59707332
12542,REPUBLICAN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,120,5,South Lake Union,South,,Paid Parking,122.3377827,47.62314648
80553,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,120,3,South Lake Union,South,,Restricted Parking Zone,122.33233929,47.62317542
77557,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,NW,120,3,First Hill,,,Paid Parking,122.32487277,47.60654852
81126,THOMAS ST BETWEEN AURORA AVE N AND DEXTER AVE N,S,600,6,South Lake Union,South,,Paid Parking,122.34303608,47.62082369
56362,JOHN ST BETWEEN DEAD END AND BOREN AVE N,S,600,2,South Lake Union,South,,Paid Parking,122.33618907,47.61966361
120403,S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,S,120,3,Chinatown/ID,Core,,Paid Parking,122.32415754,47.59829003
11786,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,120,7,South Lake Union,South,,Restricted Parking Zone,122.33108562,47.6242189
12769,SENECA ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,NW,120,9,First Hill,,,Restricted Parking Zone,122.32371785,47.61199602
8101,6TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,W,120,4,Chinatown/ID,Edge,,Paid Parking,122.32645712,47.59628699
43941,S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,N,120,4,Chinatown/ID,Edge,,Paid Parking,122.32699474,47.59758444
89526,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,S,120,7,Pioneer Square,Core,,Paid Parking,122.33232649,47.60081755
31062,8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,NE,240,5,Denny Triangle,North,,Paid Parking,122.33869955,47.61706453
94736,NW 54TH SR ST BETWEEN 32ND AVE NW AND NW 54TH ST,N,240,12,Ballard Locks,,,Paid Parking,122.39902362,47.66736671
56353,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,120,6,South Lake Union,South,,Paid Parking,122.34169801,47.61980198
54673,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,NW,240,7,Belltown,North,,Paid Parking,122.35129465,47.61796364
81130,THOMAS ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,120,8,South Lake Union,South,,Paid Parking,122.34170543,47.62080932
81497,WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N,SW,600,14,South Lake Union,North,,Paid Parking,122.3391098,47.62621889
54609,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,SW,120,8,First Hill,,,Restricted Parking Zone,122.32353318,47.61250368
55374,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,E,120,9,South Lake Union,South,,Paid Parking,122.34222454,47.620302
60222,E UNION ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,120,6,Pike-Pine,,,Restricted Parking Zone,122.32587764,47.61293308
56241,HOWELL ST BETWEEN MINOR AVE AND YALE AVE,NW,240,9,Denny Triangle,North,,Paid Parking,122.3302179,47.61721619
24033,1ST AVE BETWEEN SPRING ST AND SENECA ST,SW,120,6,Commercial Core,Waterfront,,Paid Parking,122.3372891,47.60570774
78114,ELLIOTT AVE BETWEEN PINE ST AND DEAD END,NE,240,17,Commercial Core,Waterfront,,Paid Parking,122.34363822,47.60932048
33677,HOWELL ST BETWEEN YALE AVE AND EASTLAKE AVE,NW,240,5,Denny Triangle,North,,Paid Parking,122.329559,47.61771697
56354,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,120,19,South Lake Union,South,,Paid Parking,122.34166097,47.61964009
70741,2ND AVE BETWEEN PINE ST AND STEWART ST,SW,120,2,Commercial Core,Retail,,Paid Parking,122.34023752,47.61057612
34890,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,E,120,1,South Lake Union,South,,Paid Parking,122.3316418,47.62451506
11594,MADISON ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,6,First Hill,,,Paid Parking,122.32676193,47.60857537
35501,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,NW,120,7,First Hill,,,Restricted Parking Zone,122.32523539,47.61034248
33518,HARRISON ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,120,9,South Lake Union,South,,Restricted Parking Zone,122.33237107,47.6219051
55369,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,W,120,3,South Lake Union,South,,Paid Parking,122.34254683,47.61913275
58402,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,NE,120,8,First Hill,,,Restricted Parking Zone,122.32261022,47.60497317
35706,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,SE,120,8,First Hill,,,Restricted Parking Zone,122.32173593,47.60477148
8609,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,4,First Hill,,,Restricted Parking Zone,122.32579968,47.60658808
54610,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,NE,120,7,First Hill,,,Restricted Parking Zone,122.32340074,47.61256215
32470,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,SE,120,7,First Hill,,,Restricted Parking Zone,122.32592436,47.60600256
76398,9TH AVE BETWEEN SPRUCE ST AND ALDER ST,NE,120,6,First Hill,,,Restricted Parking Zone,122.32239979,47.60310302
8397,8TH AVE BETWEEN BELL ST AND DENNY WAY,SW,240,8,Denny Triangle,North,,Paid Parking,122.34102708,47.61824767
56350,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,S,600,4,South Lake Union,South,,Paid Parking,122.34299759,47.61964815
55370,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,E,120,2,South Lake Union,South,,Paid Parking,122.3422468,47.61912951
35882,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,600,5,South Lake Union,North,,Paid Parking,122.34166966,47.62619589
80746,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,120,7,First Hill,,,Restricted Parking Zone,122.32471144,47.6114064
55373,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,W,120,7,South Lake Union,South,,Paid Parking,122.3425489,47.62030601
81694,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,11,South Lake Union,South,,Paid Parking,122.33033703,47.62139895
79785,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,120,4,South Lake Union,South,,Restricted Parking Zone,122.33239874,47.62431963
77129,BELL ST BETWEEN 7TH AVE AND 8TH AVE,NW,240,8,Denny Triangle,North,,Paid Parking,122.34098431,47.61773608
11874,MINOR AVE BETWEEN MADISON ST AND SPRING ST,NE,120,5,First Hill,,,Restricted Parking Zone,122.32429488,47.61021335
53546,8TH AVE N BETWEEN ROY ST AND VALLEY ST,E,600,9,South Lake Union,North,,Paid Parking,122.34090996,47.62586105
53545,8TH AVE N BETWEEN ROY ST AND VALLEY ST,W,600,19,South Lake Union,North,,Paid Parking,122.34115357,47.62582786
123943,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,NE,120,7,Commercial Core,Retail,,Paid Parking,122.33161264,47.6131628
12601,ROOSEVELT WAY NE BETWEEN NE 66TH ST AND NE 67TH ST,W,240,8,Roosevelt,,,Paid Parking,122.31746344,47.6769156
55638,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,E,600,10,South Lake Union,South,,Paid Parking,122.33418976,47.62139099
66614,S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,120,3,Chinatown/ID,Core,,Paid Parking,122.32568856,47.59744549
55637,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,600,16,South Lake Union,South,,Paid Parking,122.33444547,47.62143551
8601,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,SW,120,2,First Hill,,,Paid Parking,122.32449968,47.60515148
1214,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,E,120,11,Pioneer Square,Core,,Paid Parking,122.3340747,47.60129576
1213,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,W,120,11,Pioneer Square,Core,,Paid Parking,122.33428548,47.60129336
68905,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,W,120,6,Pioneer Square,Core,,Paid Parking,122.33428227,47.60214111
1002,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,120,8,Pioneer Square,Core,,Paid Parking,122.33451266,47.60294861
58449,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,N,600,4,South Lake Union,South,,Paid Parking,122.33643178,47.62093462
12954,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,120,9,First Hill,,,Restricted Parking Zone,122.32449676,47.61209744
1001,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,6,Pioneer Square,Core,,Paid Parking,122.33469356,47.6028728
11869,MINOR AVE BETWEEN MARION ST AND MADISON ST,SW,120,5,First Hill,,,Paid Parking,122.32377268,47.60941799
51478,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,120,4,Commercial Core,Retail,,Paid Parking,122.33443468,47.60790749
80554,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,120,6,South Lake Union,South,,Restricted Parking Zone,122.33234469,47.62306574
58450,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,S,600,9,South Lake Union,South,,Paid Parking,122.33650374,47.62078412
12550,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,120,4,South Lake Union,South,,Paid Parking,122.3336516,47.62306687
77126,BELL ST BETWEEN 6TH AVE AND 7TH AVE,SE,240,5,Denny Triangle,North,,Paid Parking,122.34168549,47.61701942
2782,2ND AVE BETWEEN WALL ST AND VINE ST,NE,240,10,Belltown,North,,Paid Parking,122.34830052,47.61569634
56349,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,N,600,3,South Lake Union,South,,Paid Parking,122.34299816,47.61980442
33674,HOWELL ST BETWEEN 9TH AVE AND TERRY AVE,SE,240,6,Denny Triangle,North,,Paid Parking,122.33265178,47.61512486
58446,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,120,4,South Lake Union,South,,Paid Parking,122.33915414,47.62080537
4445,3RD AVE N BETWEEN MERCER ST AND ROY ST,W,240,4,Uptown,Edge,,Paid Parking,122.35158492,47.62503968
54006,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,NE,240,8,Commercial Core,Waterfront,,Paid Parking,122.34183478,47.60739771
34305,MARION ST BETWEEN TERRY AVE AND BOREN AVE,NW,120,5,First Hill,,,Paid Parking,122.32507698,47.60843237
76046,7TH AVE BETWEEN UNION ST AND PIKE ST,NE,120,1,Commercial Core,Retail,,Paid Parking,122.33283793,47.61114114
8378,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,NE,120,6,First Hill,,,Restricted Parking Zone,122.32742018,47.60689983
11882,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,E,120,14,South Lake Union,South,,Restricted Parking Zone,122.33286288,47.61908923
79034,JOHN ST BETWEEN MINOR AVE N AND PONTIUS E AVE N,S,120,10,South Lake Union,South,,Restricted Parking Zone,122.33261027,47.61959441
78934,HOWELL ST BETWEEN TERRY AVE AND BOREN AVE,SE,240,6,Denny Triangle,North,,Paid Parking,122.33181854,47.61578417
76994,BATTERY ST BETWEEN AURORA AVE AND 7TH AVE,SE,240,12,Denny Triangle,North,,Paid Parking,122.34300477,47.61775786
81246,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,600,15,South Lake Union,North,,Paid Parking,122.33348049,47.62587776
81133,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,N,120,6,South Lake Union,South,,Paid Parking,122.33104579,47.62088727
62458,NE 65TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,S,240,15,Roosevelt,,,Paid Parking,122.31650583,47.67575355
54002,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,NE,240,13,Commercial Core,Waterfront,,Paid Parking,122.34001547,47.60560746
77229,BLANCHARD ST BETWEEN 6TH AVE AND 7TH AVE,NW,240,5,Denny Triangle,North,,Paid Parking,122.3405162,47.61632966
59593,E JOHN ST BETWEEN BROADWAY E AND 10TH AVE E,N,120,1,Capitol Hill,South,,Paid Parking,122.32015449,47.61997316
62457,NE 65TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,N,240,12,Roosevelt,,,Paid Parking,122.31651747,47.67589073
31486,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,NE,240,27,Commercial Core,Waterfront,,Paid Parking,122.3407868,47.60644231
81242,VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD,S,600,5,South Lake Union,North,,Paid Parking,122.33666877,47.62564256
57574,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,SW,120,10,Pioneer Square,Edge,,Paid Parking,122.32957293,47.60133244
53997,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,SW,240,8,Commercial Core,Waterfront,,Paid Parking,122.33750489,47.60261358
57990,ROY ST BETWEEN AURORA AVE N AND DEXTER AVE N,S,600,5,South Lake Union,North,,Paid Parking,122.34290813,47.62535599
31485,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,SW,240,13,Commercial Core,Waterfront,,Paid Parking,122.34095838,47.60636933
58418,TERRY AVE BETWEEN OLIVE WAY AND HOWELL ST,NE,240,6,Denny Triangle,North,,Paid Parking,122.33199892,47.61529591
76617,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,SW,240,10,Commercial Core,Waterfront,,Paid Parking,122.33952505,47.60478932
57386,OLIVE WAY BETWEEN BOREN AVE AND MINOR AVE,SE,240,3,Denny Triangle,North,,Paid Parking,122.33013036,47.61563589
57382,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,SE,120,10,Commercial Core,Retail,,Paid Parking,122.33345045,47.61424415
58645,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,NW,240,8,Denny Triangle,North,,Paid Parking,122.33366594,47.61809403
80030,OLIVE WAY BETWEEN TERRY AVE AND BOREN AVE,SE,120,4,Denny Triangle,North,,Paid Parking,122.33131895,47.61513244
58417,TERRY AVE BETWEEN OLIVE WAY AND HOWELL ST,SW,240,2,Denny Triangle,North,,Paid Parking,122.33216255,47.61522983
8870,ALASKAN E RDWY WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,NE,120,1,Pioneer Square,Edge,,Paid Parking,122.33564153,47.60129626
6166,4TH AVE BETWEEN 4TH AVE S AND DILLING WAY,NE,120,3,Pioneer Square,Edge,,Paid Parking,122.32908971,47.60205815
76050,7TH AVE BETWEEN PIKE ST AND PINE ST,NE,120,4,Commercial Core,Retail,,Paid Parking,122.33374364,47.61213194
12874,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,SE,120,3,Commercial Core,Retail,,Paid Parking,122.34081375,47.61059687
30706,6TH AVE BETWEEN WALL ST AND DENNY WAY,NE,240,2,Denny Triangle,North,,Paid Parking,122.34470481,47.6182771
33145,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,W,600,6,South Lake Union,South,,Paid Parking,122.33444694,47.6202666
57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,120,9,Pike-Pine,,,Paid Parking,122.3296011,47.61325581
53797,9TH AVE BETWEEN PINE ST AND OLIVE WAY,SW,120,10,Commercial Core,Retail,,Paid Parking,122.33257858,47.61399482
1006,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,NE,120,5,Commercial Core,Waterfront,,Paid Parking,122.33514326,47.60367439
35797,UNION ST BETWEEN 4TH AVE AND 5TH AVE,NW,,1,Commercial Core,Retail,,Paid Parking,122.33527073,47.60951604
123942,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,SW,120,5,Commercial Core,Retail,,Paid Parking,122.3317978,47.61314098
1005,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,SW,120,5,Commercial Core,Waterfront,,Paid Parking,122.33535867,47.60359724
48129,2ND AV ET S BETWEEN S WASHINGTON ST AND YESLER WAY,SW,120,4,Pioneer Square,Edge,,Paid Parking,122.3317438,47.60128474
35234,ROOSEVELT WAY NE BETWEEN NE 41ST ST AND NE 42ND S ST,E,240,2,University District,Edge,,Paid Parking,122.317729,47.65721714
58473,UNION ST BETWEEN 3RD AVE AND 4TH AVE,NW,120,1,Commercial Core,Retail,,Paid Parking,122.33638076,47.60904155
77226,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,SE,120,6,Belltown,South,,Paid Parking,122.34123141,47.61558102
13353,WALL ST BETWEEN 6TH AVE AND DENNY WAY,NW,240,2,Denny Triangle,North,,Paid Parking,122.34416205,47.61833764
35713,TERRY AVE BETWEEN SPRUCE ST AND ALDER ST,SW,120,8,First Hill,,,Restricted Parking Zone,122.32143552,47.60349964
35714,TERRY AVE BETWEEN SPRUCE ST AND ALDER ST,NE,120,10,First Hill,,,Restricted Parking Zone,122.3212976,47.6035573
58574,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,600,11,South Lake Union,North,,Paid Parking,122.33517116,47.62564061
49657,3RD AVE BETWEEN BATTERY ST AND WALL ST,SW,240,2,Belltown,North,,Paid Parking,122.34662931,47.61569901
32550,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,SE,120,6,Commercial Core,Financial,,Paid Parking,122.33321955,47.60391815
32546,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,SE,120,1,Pioneer Square,Core,,Paid Parking,122.33433522,47.60345477
