SourceElementKey,BlockfaceName,SideOfStreet,ParkingTimeLimitCategory,ParkingSpaceCount,PaidParkingArea,PaidParkingSubArea,PaidParkingRate,ParkingCategory,longitude,latitude
78933,HOWELL ST BETWEEN TERRY AVE AND BOREN AVE,NW,240,9,Denny Triangle,North,,Paid Parking,122.33191225,47.6158947
62033,NE 43RD ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,N,120,2,University District,Core,,Paid Parking,122.3125867,47.65984846
13445,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,W,240,12,Uptown,Edge,,Paid Parking,122.35422373,47.61918743
55377,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,120,3,South Lake Union,South,,Paid Parking,122.34251847,47.62379307
9394,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,2,South Lake Union,South,,Paid Parking,122.33575104,47.62142529
36106,WESTERN AVE BETWEEN UNION ST AND PIKE ST,NE,120,4,Commercial Core,Waterfront,,Paid Parking,122.34057019,47.6079181
31310,9TH AVE N BETWEEN DENNY WAY AND JOHN ST,E,600,12,South Lake Union,South,,Paid Parking,122.33968381,47.61912274
8402,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,E,600,11,South Lake Union,South,,Paid Parking,122.34093993,47.62390853
36309,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,W,120,2,Green Lake,,,Paid Parking,122.32470812,47.67943865
56901,MADISON ST BETWEEN WESTERN AVE AND POST AVE,NW,120,2,Commercial Core,Waterfront,,Paid Parking,122.33710978,47.60439636
41030,NW 57TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,S,240,18,Ballard,Edge,,Paid Parking,122.3861429,47.67010838
77618,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,SE,120,8,First Hill,,,Paid Parking,122.327653,47.60626271
32557,COLUMBIA ST BETWEEN BOREN AVE AND MINOR AVE,NW,120,9,First Hill,,,Paid Parking,122.32328744,47.6082009
77389,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,W,120,10,University District,Core,,Paid Parking,122.31442982,47.65904109
10213,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,SW,240,5,Belltown,North,,Paid Parking,122.34999168,47.61299909
56362,JOHN ST BETWEEN DEAD END AND BOREN AVE N,S,600,2,South Lake Union,South,,Paid Parking,122.33618907,47.61966361
36117,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,SW,240,10,Belltown,North,,Paid Parking,122.3510549,47.61480461
81494,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,120,4,South Lake Union,South,,Paid Parking,122.33833338,47.6226275
78065,EASTLAKE AVE BETWEEN HOWELL ST AND DENNY LOWER WAY,W,240,3,Denny Triangle,North,,Paid Parking,122.32926153,47.61818495
31062,8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,NE,240,4,Denny Triangle,North,,Paid Parking,122.33869955,47.61706453
120527,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,E,120,23,Westlake Ave N,North,,Restricted Parking Zone,122.34038186,47.63295157
136322,NE PACIFIC ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,N,120,7,University District,Core,,Paid Parking,122.31388092,47.6536477
120166,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,E,240,31,Westlake Ave N,South,,Restricted Parking Zone,122.34059261,47.62915106
55637,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,W,600,16,South Lake Union,South,,Paid Parking,122.33444547,47.62143551
11882,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,E,120,13,South Lake Union,South,,Restricted Parking Zone,122.33286288,47.61908923
32122,BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,E,120,9,South Lake Union,South,,Paid Parking,122.33576039,47.62028326
36122,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,NE,240,9,Belltown,North,,Paid Parking,122.35186904,47.61545354
80021,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,NW,120,5,Commercial Core,Retail,,Paid Parking,122.3346818,47.61387948
34838,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,1,Commercial Core,Retail,,Paid Parking,122.33607667,47.61039683
54010,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,NE,240,9,Belltown,North,,Paid Parking,122.34987647,47.61220724
34510,MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,600,11,South Lake Union,South,,Paid Parking,122.33288283,47.62251773
76994,BATTERY ST BETWEEN AURORA AVE AND 7TH AVE,SE,240,4,Denny Triangle,North,,Paid Parking,122.34300477,47.61775786
47961,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,SW,120,4,Commercial Core,Financial,,Paid Parking,122.33425777,47.60404493
68905,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,W,120,6,Pioneer Square,Core,,Paid Parking,122.33428227,47.60214111
81294,VINE ST BETWEEN 4TH AVE AND 5TH AVE,SE,240,6,Belltown,North,,Paid Parking,122.34659369,47.61753486
35822,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,SE,30,6,First Hill,,,Paid Parking,122.32873326,47.61073647
58809,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,120,12,Belltown,South,,Paid Parking,122.34573096,47.61164876
53133,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,W,600,11,Uptown Triangle,,,Paid Parking,122.34514822,47.61915885
33994,LENORA ST BETWEEN TERRY AVE AND BOREN AVE,SE,240,10,Denny Triangle,North,,Carpool Parking,122.3356497,47.61810045
39330,NE 41ST ST BETWEEN 11TH AVE NE AND 12TH AVE NE,S,240,8,University District,Edge,,Paid Parking,122.31611823,47.65680039
36013,WARREN AVE N BETWEEN MERCER ST AND ROY ST,W,30,1,Uptown,Edge,,Paid Parking,122.35417616,47.62499535
2085,15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,W,120,5,University District,Core,,Paid Parking,122.31210101,47.65902135
58414,TERRY AVE BETWEEN MARION ST AND MADISON ST,NE,120,3,First Hill,,,Paid Parking,122.32583857,47.60855364
59945,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,N,120,3,Capitol Hill,South,,Paid Parking,122.32158697,47.61997118
46253,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,120,7,Belltown,South,,Paid Parking,122.3433515,47.61141083
79558,MADISON ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,SE,120,7,Commercial Core,Waterfront,,Paid Parking,122.33770957,47.60401219
79786,MERCER ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,120,6,South Lake Union,South,,Restricted Parking Zone,122.33237992,47.62421002
34506,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,29,South Lake Union,South,,Restricted Parking Zone,122.33288439,47.62139794
13057,TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,W,600,15,Uptown Triangle,,,Paid Parking,122.34636441,47.6215058
5802,37TH AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,E,240,8,Columbia City,,,Paid Parking,122.28608789,47.55743593
75282,5TH AVE S BETWEEN S KING ST AND S WELLER ST,E,120,5,Chinatown/ID,Edge,,Paid Parking,122.32758781,47.59793881
76962,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,NE,120,10,Ballard,Core,,Paid Parking,122.38267721,47.66608103
11786,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,120,7,South Lake Union,South,,Restricted Parking Zone,122.33108562,47.6242189
51474,4TH AVE BETWEEN MADISON ST AND SPRING ST,NE,120,4,Commercial Core,Financial,,Paid Parking,122.33314808,47.60648441
85134,NE 63RD ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,S,240,10,Roosevelt,,,Paid Parking,122.31648828,47.67409384
2089,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,240,6,University District,Edge,,Paid Parking,122.31203276,47.66398607
6198,4TH AVE BETWEEN VINE ST AND CEDAR ST,NE,240,8,Belltown,North,,Paid Parking,122.34746383,47.61757189
13789,YALE AVE N BETWEEN STEWART ST AND JOHN ST,W,120,10,South Lake Union,South,,Paid Parking,122.33048815,47.61922926
79365,LENORA ST BETWEEN 9TH AVE AND TERRY AVE,NW,240,5,Denny Triangle,North,,Paid Parking,122.33668489,47.61755058
16953,NE 43RD ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,N,240,5,University District,Edge,,Paid Parking,122.31717777,47.65989817
32466,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,SE,120,6,First Hill,,,Restricted Parking Zone,122.32700515,47.60553137
32849,DENNY LOWER WAY BETWEEN STEWART ST AND EASTLAKE AVE,N,120,5,South Lake Union,South,,Paid Parking,122.32979337,47.61857744
72329,3RD AVE BETWEEN CEDAR ST AND CLAY ST,SW,240,10,Belltown,North,,Paid Parking,122.34943159,47.61735547
51493,4TH AVE N BETWEEN DENNY WAY AND BROAD ST,W,240,5,Uptown Triangle,,,Paid Parking,122.34903955,47.61906396
77561,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,NW,120,6,First Hill,,,Paid Parking,122.32263397,47.60749082
58454,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,120,5,South Lake Union,South,,Restricted Parking Zone,122.33364461,47.62074999
53130,6TH AVE BETWEEN BELL ST AND BATTERY ST,NE,240,13,Denny Triangle,North,,Paid Parking,122.34280866,47.6171554
3338,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,E,240,9,Ballard,Edge,,Paid Parking,122.38465823,47.66711637
75866,6TH AVE S BETWEEN S KING ST AND S WELLER ST,E,120,7,Chinatown/ID,Core,,Paid Parking,122.32628038,47.59793434
59014,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,NE,120,6,Green Lake,,,Paid Parking,122.32484934,47.68087064
59246,E DENNY WAY BETWEEN 10TH AVE E AND 11TH AVE,S,240,10,Capitol Hill,South,,Paid Parking,122.31892184,47.61871263
117879,NE BOAT ST BETWEEN NE PACIFIC ST AND NE BOAT WR ST,E,120,5,University District,Core,,Paid Parking,122.31740828,47.65343638
80837,SPRING ST BETWEEN 6TH AVE AND 7TH AVE,NW,120,7,Commercial Core,Financial,,Carpool Parking,122.33081391,47.60804144
34661,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,NW,120,2,Commercial Core,Retail,,Paid Parking,122.33693274,47.61294182
69093,10TH AVE BETWEEN E UNION ST AND E PIKE ST,W,120,8,Pike-Pine,,,Paid Parking,122.31955025,47.61351753
46258,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,E,240,1,Uptown,Edge,,Paid Parking,122.35535352,47.6203434
1222,1ST AVE S BETWEEN RAILROAD N WAY S AND RAILROAD S WAY S,E,120,6,Pioneer Square,Edge,,Paid Parking,122.33405747,47.59609416
32053,BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,W,120,8,Capitol Hill,South,,Restricted Parking Zone,122.32458536,47.61580362
7398,5TH AVE S BETWEEN S WELLER ST AND S DEARBORN ST,E,120,6,Chinatown/ID,Edge,,Paid Parking,122.32758192,47.59670172
17613,NE 71ST ST BETWEEN EAST GREEN LAKE DR N AND WOODLAWN AVE NE,N,120,5,Green Lake,,,Paid Parking,122.32509799,47.67986787
47958,2ND AVE BETWEEN JAMES ST AND CHERRY ST,NE,120,2,Pioneer Square,Core,,Paid Parking,122.332714,47.60269033
70734,2ND AVE BETWEEN MADISON ST AND SPRING ST,NE,120,6,Commercial Core,Financial,,Paid Parking,122.33534782,47.60555459
80890,STEWART ST BETWEEN 8TH AVE AND 9TH AVE,SE,240,9,Denny Triangle,North,,Paid Parking,122.33481256,47.61522576
94677,FAIRVIEW NR AVE N BETWEEN ALOHA ST AND WARD ST,SE,120,19,South Lake Union,North,,Paid Parking,122.33269229,47.62749792
32121,BOREN AVE N BETWEEN JOHN ST AND THOMAS ST,W,120,2,South Lake Union,South,,Paid Parking,122.33596324,47.62027032
31297,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,120,4,First Hill,,,Paid Parking,122.32906872,47.61018833
13109,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,W,120,9,South Lake Union,South,,Paid Parking,122.33727797,47.62144907
13098,TERRY AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,240,5,Denny Triangle,North,,Paid Parking,122.33418299,47.61671369
1009,1ST AVE BETWEEN MADISON ST AND SPRING ST,SW,30,5,Commercial Core,Waterfront,,Paid Parking,122.3366575,47.60501765
11594,MADISON ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,6,First Hill,,,Paid Parking,122.32676193,47.60857537
80745,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,NW,120,4,First Hill,,,Paid Parking,122.32480955,47.61151365
32558,COLUMBIA ST BETWEEN BOREN AVE AND MINOR AVE,SE,120,8,First Hill,,,Paid Parking,122.32320088,47.60811139
13101,TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,240,5,Denny Triangle,North,,Paid Parking,122.335554,47.6174151
13306,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,3,Belltown,South,,Paid Parking,122.33950456,47.61338368
46730,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,E,120,3,12th Avenue,,,Paid Parking,122.31667478,47.60713644
70725,2ND AVE BETWEEN YESLER WAY AND JAMES ST,SW,120,3,Pioneer Square,Core,,Paid Parking,122.33241002,47.60201883
81706,YESLER WAY BETWEEN 2ND AVE AND 3RD AVE,S,120,4,Pioneer Square,Edge,,Paid Parking,122.33108795,47.60165986
35941,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,240,5,Belltown,North,,Paid Parking,122.35007728,47.61375448
36142,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,E,240,4,Denny Triangle,North,,Paid Parking,122.33804739,47.61715715
11129,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,N,240,8,Uptown,Edge,,Paid Parking,122.35347951,47.61982967
76409,9TH AVE BETWEEN MARION ST AND MADISON ST,SW,120,5,First Hill,,,Paid Parking,122.32712961,47.60802033
24222,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,E,120,3,Pioneer Square,Edge,,Paid Parking,122.33404505,47.59131284
8617,9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,240,4,Denny Triangle,North,,Paid Parking,122.33514821,47.61596122
35506,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,SE,120,6,First Hill,,,Paid Parking,122.3218643,47.61163295
60234,E UNION ST BETWEEN 11TH AVE AND 12TH AVE,S,120,5,Pike-Pine,,,Paid Parking,122.31739405,47.61284453
31302,9TH AVE BETWEEN LENORA ST AND BLANCHARD ST,NE,240,6,Denny Triangle,North,,Paid Parking,122.33766765,47.61759839
12550,REPUBLICAN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,120,4,South Lake Union,South,,Paid Parking,122.3336516,47.62306687
47966,2ND AVE BETWEEN SPRING ST AND SENECA ST,NE,120,4,Commercial Core,Financial,,Paid Parking,122.33601514,47.60626322
13110,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,4,South Lake Union,South,,Paid Parking,122.33705498,47.6214455
81497,WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N,SW,600,14,South Lake Union,North,,Paid Parking,122.3391098,47.62621889
32130,BOREN AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,E,120,8,South Lake Union,South,,Paid Parking,122.33573119,47.62387342
8601,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,SW,120,2,First Hill,,,Paid Parking,122.32449968,47.60515148
2090,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,E,240,23,University District,Edge,,Paid Parking,122.31187465,47.66397536
13129,THOMAS ST BETWEEN TAYLOR AVE N AND 6TH AVE N,N,600,10,Uptown Triangle,,,Paid Parking,122.34566972,47.62096628
80553,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,120,3,South Lake Union,South,,Restricted Parking Zone,122.33233929,47.62317542
78781,HARRISON ST BETWEEN AURORA AVE N AND DEXTER AVE N,N,600,6,South Lake Union,South,,Paid Parking,122.34302665,47.62214055
11138,JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,S,600,21,South Lake Union,South,,Paid Parking,122.34052184,47.6196361
12685,ROY ST BETWEEN DEAD END AND EASTLAKE AVE E,N,600,8,South Lake Union,South,,Paid Parking,122.32969155,47.62515553
94736,NW 54TH SR ST BETWEEN 32ND AVE NW AND NW 54TH ST,N,240,12,Ballard Locks,,,Paid Parking,122.39902362,47.66736671
43053,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,N,120,2,Pioneer Square,Edge,,Paid Parking,122.33367756,47.59835946
1034,1ST AVE BETWEEN BROAD ST AND EAGLE ST,NE,240,7,Belltown,North,,Paid Parking,122.3531291,47.61738742
80554,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,120,6,South Lake Union,South,,Restricted Parking Zone,122.33234469,47.62306574
91829,W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,N,240,4,Uptown,Edge,,Paid Parking,122.35863819,47.62578127
32554,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,SE,120,9,First Hill,,,Paid Parking,122.32659016,47.606704
52530,5TH AVE BETWEEN WALL ST AND VINE ST,NE,240,7,Belltown,North,,Paid Parking,122.34569558,47.61769217
35826,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,SE,120,6,First Hill,,,Restricted Parking Zone,122.3276113,47.61119925
30701,6TH AVE BETWEEN OLIVE WAY AND STEWART ST,SW,120,2,Denny Triangle,South,,Paid Parking,122.33672396,47.61334209
49653,3RD AVE BETWEEN BLANCHARD ST AND BELL ST,SW,120,4,Belltown,South,,Paid Parking,122.34422675,47.61426023
79029,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,N,120,7,South Lake Union,South,,Restricted Parking Zone,122.33362811,47.61973194
80550,REPUBLICAN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,120,4,South Lake Union,South,,Paid Parking,122.33914163,47.62315969
70757,2ND AVE BETWEEN CLAY ST AND BROAD ST,SW,30,4,Belltown,North,,Paid Parking,122.35122851,47.61722754
77126,BELL ST BETWEEN 6TH AVE AND 7TH AVE,SE,240,5,Denny Triangle,North,,Paid Parking,122.34168549,47.61701942
54609,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,SW,120,8,First Hill,,,Restricted Parking Zone,122.32353318,47.61250368
77982,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,E,600,2,South Lake Union,North,,Paid Parking,122.34220881,47.62670217
81117,TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,W,120,15,South Lake Union,South,,Paid Parking,122.33723822,47.62389155
65806,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,S,120,8,Pioneer Square,Core,,Paid Parking,122.3328753,47.59997416
49658,3RD AVE BETWEEN BATTERY ST AND WALL ST,NE,240,7,Belltown,North,,Paid Parking,122.34649132,47.61581407
11782,MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,S,600,4,South Lake Union,South,,Paid Parking,122.33659908,47.62447169
35841,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,W,30,6,University District,Core,,Paid Parking,122.31334036,47.6564863
10874,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,S,120,7,South Lake Union,South,,Paid Parking,122.3404443,47.62196658
32030,BELL ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,5,Belltown,South,,Paid Parking,122.34339648,47.61568046
53238,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,E,120,8,Chinatown/ID,Edge,,Paid Parking,122.3262771,47.5987704
80746,SENECA ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,120,7,First Hill,,,Restricted Parking Zone,122.32471144,47.6114064
54722,BROADWAY BETWEEN HARVARD AVE AND E UNION ST,E,120,7,First Hill,,,Paid Parking,122.32063959,47.6121046
8622,9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,NE,240,1,Denny Triangle,North,,Paid Parking,122.33879349,47.61827352
58226,STEWART ST BETWEEN BOREN AVE AND MINOR AVE,SE,240,9,Denny Triangle,North,,Paid Parking,122.33220713,47.6172401
18621,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,N,240,11,Ballard,Edge,,Paid Parking,122.38342615,47.66951344
32470,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,SE,120,7,First Hill,,,Restricted Parking Zone,122.32592436,47.60600256
33742,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,S,240,8,Uptown Triangle,,,Paid Parking,122.34696304,47.61966574
81686,YALE AVE BETWEEN HOWELL ST AND STEWART ST,NE,240,9,Denny Triangle,North,,Paid Parking,122.33028852,47.61792977
58797,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,SW,120,5,Commercial Core,Waterfront,,Paid Parking,122.33645957,47.60312839
2785,2ND AVE BETWEEN CEDAR ST AND CLAY ST,SW,240,6,Belltown,North,,Paid Parking,122.35027481,47.61666366
2786,2ND AVE BETWEEN CEDAR ST AND CLAY ST,NE,240,6,Belltown,North,,Paid Parking,122.35013825,47.61679414
11874,MINOR AVE BETWEEN MADISON ST AND SPRING ST,NE,120,5,First Hill,,,Restricted Parking Zone,122.32429488,47.61021335
78701,HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,N,120,3,South Lake Union,South,,Paid Parking,122.33778888,47.62211282
79766,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,S,120,9,Uptown,Core,,Paid Parking,122.35605718,47.62450385
13198,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,SE,120,13,First Hill,,,Restricted Parking Zone,122.32425866,47.61258563
8394,8TH AVE BETWEEN BLANCHARD ST AND BELL ST,NE,240,3,Denny Triangle,North,,Paid Parking,122.33976022,47.61770236
35750,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,120,4,South Lake Union,South,,Restricted Parking Zone,122.33231236,47.62075516
135261,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,SE,120,5,Pike-Pine,,,Paid Parking,122.3138787,47.61396324
78266,FAIRVIEW AVE N BETWEEN ALOHA ST AND WARD ST,SE,600,7,South Lake Union,North,,Paid Parking,122.33240596,47.62743267
79566,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,SE,120,10,Commercial Core,Financial,,Paid Parking,122.33452079,47.60534625
13082,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,120,7,First Hill,,,Paid Parking,122.32455178,47.60711941
59042,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,E,600,10,South Lake Union,South,,Paid Parking,122.33035437,47.62369826
121934,ALASKAN E RDWY WAY BETWEEN UNION ST AND ALASKAN WAY,E,120,7,Commercial Core,Waterfront,,Paid Parking,122.34152493,47.60761455
52522,5TH AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,120,7,Belltown,South,,Paid Parking,122.33844001,47.61341347
76990,BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,SE,240,8,Belltown,North,,Paid Parking,122.34385843,47.61708545
77314,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,NE,120,8,First Hill,,,Restricted Parking Zone,122.32272379,47.61183608
12765,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,NW,120,6,Commercial Core,Waterfront,,Paid Parking,122.33904224,47.60556775
53797,9TH AVE BETWEEN PINE ST AND OLIVE WAY,SW,120,11,Commercial Core,Retail,,Paid Parking,122.33257858,47.61399482
35501,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,NW,120,7,First Hill,,,Restricted Parking Zone,122.32523539,47.61034248
34301,MARION ST BETWEEN POST AVE AND 1ST AVE,NW,120,2,Commercial Core,Waterfront,,Paid Parking,122.33597232,47.60388843
58798,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,NE,120,5,Commercial Core,Waterfront,,Paid Parking,122.33627051,47.60319788
79778,MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,120,2,South Lake Union,South,,Paid Parking,122.33917374,47.62446547
65802,S MAIN ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,S,120,8,Pioneer Square,Edge,,Paid Parking,122.33488656,47.59998227
78265,FAIRVIEW AVE N BETWEEN ALOHA ST AND WARD ST,NW,600,6,South Lake Union,North,,Paid Parking,122.33254717,47.62751507
81206,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,120,10,First Hill,,,Restricted Parking Zone,122.32538017,47.61213261
55373,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,W,120,7,South Lake Union,South,,Paid Parking,122.3425489,47.62030601
8609,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,4,First Hill,,,Restricted Parking Zone,122.32579968,47.60658808
12046,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,SE,120,4,Commercial Core,Retail,,Paid Parking,122.33901686,47.61189714
57574,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,SW,120,6,Pioneer Square,Edge,,Paid Parking,122.32957293,47.60133244
1001,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,4,Pioneer Square,Core,,Paid Parking,122.33469356,47.6028728
58574,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,600,7,South Lake Union,North,,Paid Parking,122.33517116,47.62564061
33142,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,E,120,3,South Lake Union,South,,Paid Parking,122.33419318,47.61911853
8370,8TH AVE BETWEEN JAMES ST AND CHERRY ST,NE,120,8,First Hill,,,Restricted Parking Zone,122.32612102,47.60549559
35437,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,NW,120,5,First Hill,,,Restricted Parking Zone,122.32258678,47.61245254
8373,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,SW,120,2,First Hill,,,Restricted Parking Zone,122.32690423,47.60613272
11590,MADISON ST BETWEEN 8TH AVE AND 9TH AVE,SE,120,4,First Hill,,,Paid Parking,122.32789226,47.60809623
11126,JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,SE,120,10,First Hill,,,Restricted Parking Zone,122.32240985,47.60548567
130793,MERCER NR ST BETWEEN 8TH AVE N AND 9TH AVE N,N,600,7,South Lake Union,South,,Paid Parking,122.34044917,47.62467469
123942,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,SW,120,5,Commercial Core,Retail,,Paid Parking,122.3317978,47.61314098
7989,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,120,3,Commercial Core,Retail,,Paid Parking,122.33317222,47.60961883
13793,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,W,120,11,South Lake Union,South,,Paid Parking,122.33049346,47.62025648
78273,FAIRVIEW AVE N BETWEEN YALE AVE N AND FAIRVIEW AVE E,NW,600,4,South Lake Union,North,,Paid Parking,122.32895724,47.63033888
32546,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,SE,120,6,Pioneer Square,Core,,Paid Parking,122.33433522,47.60345477
